//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR33/data-final/CHIMIE/PIRATA-FR33_CHIMIE_odv.txt
//Data treated : 2025-01-14T11:21:11
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR33/data-final/CHIMIE/PIRATA-FR33_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR33	st046c01	B	2023-03-29T19:34:11z	  -9.841	 -0.000		 100.0	 3	35.7476	3.601	156.76	 0.15	 12.378	12.228	  0.85	 4.64	0.0337	0.0232		0.0514	0.0097	0.0012	0.0034		0.0455		0.0040	0.0018		0.0157		0.0947	0.0228	0.1175	0.0251			0.0641	0.1206	0.1848	0.0035		16.4990	7.8140	25.0000		
PIRATA-FR33	st046c01	B	2023-03-29T19:34:11z	  -9.841	 -0.000		 201.0	 2	35.4947	2.733	118.94	 0.03	 19.304	19.279	  1.25	 7.09																											14.5780				
PIRATA-FR33	st046c01	B	2023-03-29T19:34:11z	  -9.841	 -0.000		 199.0	 1	35.5012	2.791	121.44	 0.03	 18.996	18.967	  1.24	 6.98																											14.6570	7.7130	25.0000		
PIRATA-FR33	st047c01	B	2023-03-29T22:32:26z	  -9.841	 +0.008		   2.0	 6	34.7861			 0.02	  0.043	0.022	  0.02	 0.83	0.0055	0.0043	0.0080	0.0070	0.0083				0.0213	0.0077	0.0088			0.1315		0.0082	0.0082	0.0165	0.0186			0.0659	0.0648	0.1307	0.0013		29.4870	8.0950	25.0000		
PIRATA-FR33	st047c01	B	2023-03-29T22:32:26z	  -9.841	 +0.008		  40.0	 5				 0.02	  0.020	0.003	  0.02	 0.98	0.0190	0.0242	0.0129	0.0183	0.0096			0.0035	0.0691		0.0101			0.1177		0.0151	0.0165	0.0316	0.0296			0.1325	0.1560	0.2884	0.0031		26.9620				
PIRATA-FR33	st047c01	B	2023-03-29T22:32:26z	  -9.841	 +0.008		  59.0	 4				 0.22	  1.438	1.220	  0.23	 1.97	0.1264	0.0967	0.0212	0.1550	0.0325	0.0136	0.0092	0.0071	0.2641		0.0222	0.0094		0.0742		0.0935	0.1538	0.2472	0.0553			0.1702	0.5694	0.7395	0.0250		22.8140				
PIRATA-FR33	st047c01	B	2023-03-29T22:32:26z	  -9.841	 +0.008		 100.0	 3	35.6977	3.606	156.97	 0.11	 12.671	12.564	  0.87	 4.73	0.0295	0.0189		0.0452	0.0083		0.0033		0.0403		0.0036			0.0124		0.0838	0.0166	0.1004	0.0217			0.0546	0.1035	0.1581	0.0081		16.1090	7.8030	25.0000		
PIRATA-FR33	st047c01	B	2023-03-29T22:32:26z	  -9.841	 +0.008		 200.0	 2	35.5247	2.993	130.23	 0.03	 17.617	17.588	  1.14	 6.44																											14.8480				
PIRATA-FR33	st047c01	B	2023-03-29T22:32:26z	  -9.841	 +0.008		 200.0	 1	35.5247	3.010	130.99	 0.03	 17.666	17.638	  1.15	 6.45																											14.8570	7.7330	25.0000		
PIRATA-FR33	st048c01	B	2023-03-30T01:34:07z	  -9.847	 +0.003		   2.0	 6	34.8075	4.443	194.16	 0.02	  0.002	-0.018	  0.01	 0.88	0.0058	0.0041	0.0062	0.0061	0.0057				0.0186	0.0063	0.0077			0.1238		0.0071	0.0065	0.0136	0.0174			0.0591	0.0587	0.1178			29.4400	8.0860	25.0000		
PIRATA-FR33	st048c01	B	2023-03-30T01:34:07z	  -9.847	 +0.003		  39.0	 5				 0.02	  0.009	-0.009	  0.02	 1.06	0.0169	0.0206	0.0131	0.0147	0.0073				0.0562	0.0054	0.0100			0.1078		0.0120	0.0114	0.0234	0.0245			0.1043	0.1390	0.2433	0.0023		27.1920				
PIRATA-FR33	st048c01	B	2023-03-30T01:34:07z	  -9.847	 +0.003		  59.0	 4				 0.02	  0.032	0.016	  0.12	 1.59	0.0442	0.0406	0.0157	0.0327	0.0118	0.0033	0.0024	0.0038	0.1394		0.0124	0.0027		0.0815		0.0323	0.0495	0.0818	0.0349			0.1598	0.2421	0.4019	0.0073		24.1090				
PIRATA-FR33	st048c01	B	2023-03-30T01:34:07z	  -9.847	 +0.003		 100.0	 3	35.8203	3.543	154.22	 0.22	 12.056	11.834	  0.83	 4.47	0.0397	0.0223	0.0052	0.0592	0.0110		0.0050		0.0543		0.0049	0.0026		0.0157		0.0835	0.0241	0.1076	0.0223			0.0595	0.1418	0.2013	0.0050		17.1890	7.8180	25.0000		
PIRATA-FR33	st048c01	B	2023-03-30T01:34:07z	  -9.847	 +0.003		 199.0	 2	35.5506	3.222	140.21	 0.04	 16.175	16.139	  1.09	 6.20																											15.0490				
PIRATA-FR33	st048c01	B	2023-03-30T01:34:07z	  -9.847	 +0.003		 200.0	 1	35.5515	3.233	140.68	 0.03	 16.140	16.106	  1.09	 6.07																											15.0520	7.7530	25.0000		
PIRATA-FR33	st049c01	B	2023-03-30T04:32:37z	  -9.836	 +0.001		   3.0	 6	34.8143	4.428	193.52	 0.02	  0.022	0.000	  0.01	 0.88	0.0074	0.0079	0.0100	0.0067	0.0081				0.0184	0.0078	0.0065			0.1089		0.0028	0.0044	0.0073	0.0171			0.0549	0.0652	0.1201	0.0014		29.4280	8.0910	25.0000		
PIRATA-FR33	st049c01	B	2023-03-30T04:32:37z	  -9.836	 +0.001		  40.0	 5				 0.02	  0.009	-0.011	  0.03	 1.06	0.0179	0.0208	0.0141	0.0152	0.0074				0.0572	0.0091	0.0102	0.0015		0.1010		0.0103	0.0142	0.0245	0.0251			0.1026	0.1481	0.2507	0.0046		27.0250				
PIRATA-FR33	st049c01	B	2023-03-30T04:32:37z	  -9.836	 +0.001		  59.0	 4				 0.02	  0.006	-0.013	  0.11	 1.67	0.0367	0.0179	0.0191	0.0273	0.0102	0.0026		0.0041	0.1142		0.0112	0.0008		0.0633		0.0218	0.0450	0.0668	0.0281			0.1160	0.2138	0.3298	0.0063		24.1140				
PIRATA-FR33	st049c01	B	2023-03-30T04:32:37z	  -9.836	 +0.001		 100.0	 3	35.7940	3.583	155.95	 0.20	 11.897	11.695	  0.82	 4.44	0.0392	0.0206	0.0027	0.0595	0.0105	0.0020	0.0035		0.0506		0.0046	0.0014		0.0171		0.0901	0.0261	0.1161	0.0242			0.0663	0.1369	0.2032	0.0050		16.8130	7.8170	25.0000		
PIRATA-FR33	st049c01	B	2023-03-30T04:32:37z	  -9.836	 +0.001		 201.0	 2	35.5319	3.039	132.27	 0.03	 17.280	17.249	  1.15	 6.37																											14.9050				
PIRATA-FR33	st049c01	B	2023-03-30T04:32:37z	  -9.836	 +0.001		 201.0	 1	35.5331	3.056	133.00	 0.03	 17.158	17.126	  1.15	 6.39																											14.8830	7.7370	25.0000		
PIRATA-FR33	st050c01	B	2023-03-30T07:33:28z	  -9.854	 -0.007		   3.0	 6	34.8356	4.427	193.49	 0.02	  0.005	-0.014	  0.02	 0.94	0.0076	0.0042	0.0069	0.0058	0.0070				0.0216	0.0073	0.0079			0.1087		0.0063	0.0080	0.0142	0.0171			0.0582	0.0792	0.1374			29.4470	8.0910	25.0000		
PIRATA-FR33	st050c01	B	2023-03-30T07:33:28z	  -9.854	 -0.007		  41.0	 5				 0.02	  0.030	0.011	  0.01	 1.01	0.0185	0.0243	0.0128	0.0168	0.0092			0.0042	0.0637	0.0087	0.0085	0.0021		0.1040		0.0148	0.0129	0.0278	0.0272			0.1245	0.1615	0.2860	0.0038		27.1850				
PIRATA-FR33	st050c01	B	2023-03-30T07:33:28z	  -9.854	 -0.007		  60.0	 4				 0.02	  0.010	-0.008	  0.10	 1.58	0.0374	0.0324	0.0177	0.0313	0.0117	0.0031		0.0036	0.1137		0.0102	0.0022		0.0809		0.0318	0.0527	0.0845	0.0355			0.1551	0.2217	0.3768	0.0107		23.8150				
PIRATA-FR33	st050c01	B	2023-03-30T07:33:28z	  -9.854	 -0.007		 100.0	 3	35.7869	3.620	157.60	 0.20	 11.915	11.716	  0.83	 4.54	0.0374	0.0193	0.0034	0.0557	0.0102	0.0017	0.0028	0.0009	0.0493	0.0008	0.0042	0.0011		0.0160		0.0885	0.0214	0.1099	0.0232			0.0625	0.1282	0.1907	0.0029		16.7800	7.8170	25.0000		
PIRATA-FR33	st050c01	B	2023-03-30T07:33:28z	  -9.854	 -0.007		 199.0	 2	35.5202	2.952	128.46	 0.03	 17.793	17.763	  1.19	 6.69																											14.8470				
PIRATA-FR33	st050c01	B	2023-03-30T07:33:28z	  -9.854	 -0.007		 199.0	 1	35.5207	2.963	128.95	 0.03	 17.823	17.795	  1.20	 6.70																											14.8320	7.7310	25.0000		
PIRATA-FR33	st051c01	B	2023-03-30T10:32:41z	  -9.843	 +0.003		   3.0	 6	34.8200	4.427	193.49	 0.02	  0.005	-0.016	  0.02	 0.88	0.0095	0.0067	0.0054	0.0063	0.0079			0.0049	0.0231	0.0068	0.0139		0.0072	0.1187		0.0045	0.0060	0.0105	0.0157			0.0577	0.0779	0.1356	0.0016		29.4880	8.0940	25.0000	2281.8060	
PIRATA-FR33	st051c01	B	2023-03-30T10:32:41z	  -9.843	 +0.003		  41.0	 5				 0.02	  0.006	-0.012	  0.02	 1.05	0.0205	0.0275	0.0156	0.0180	0.0099				0.0685		0.0158			0.1141		0.0145	0.0172	0.0318	0.0303			0.1414	0.1891	0.3304	0.0112		27.1860				
PIRATA-FR33	st051c01	B	2023-03-30T10:32:41z	  -9.843	 +0.003		  61.0	 4				 0.02	  0.011	-0.007	  0.13	 1.67	0.0410	0.0476	0.0153	0.0419	0.0168	0.0071	0.0048	0.0075	0.1193		0.0110	0.0029		0.1059		0.0528	0.0908	0.1436	0.0482			0.2040	0.2481	0.4521	0.0113		23.1630				
PIRATA-FR33	st051c01	B	2023-03-30T10:32:41z	  -9.843	 +0.003		  99.0	 3	35.8110	3.564	155.13	 0.23	 11.847	11.619	  0.82	 4.37	0.0402	0.0268	0.0039	0.0593	0.0117	0.0017	0.0038	0.0021	0.0560		0.0046	0.0019		0.0181		0.0875	0.0270	0.1144	0.0247			0.0638	0.1421	0.2059	0.0054		16.8490	7.8180	25.0000	2349.4950	
PIRATA-FR33	st051c01	B	2023-03-30T10:32:41z	  -9.843	 +0.003		 200.0	 2	35.5540	3.250	141.42	 0.03	 15.894	15.861	  1.07	 5.89																											15.0870				
PIRATA-FR33	st051c01	B	2023-03-30T10:32:41z	  -9.843	 +0.003		 200.0	 1	35.5534	3.259	141.80	 0.03	 15.818	15.784	  1.09	 5.92																											15.0870	7.7590	25.0000	2324.7610	
PIRATA-FR33	st052c01	B	2023-03-30T13:37:23z	  -9.841	 +0.008		   2.0	 6	34.8037	4.427	193.53	 0.02	  0.011	-0.012	  0.01	 0.87	0.0050	0.0077	0.0059	0.0045	0.0045			0.0037	0.0195	0.0039	0.0124		0.0086	0.1144		0.0043	0.0059	0.0102		0.0148		0.0492	0.0713	0.1205	0.0010		29.6930	8.0930	25.0000	2282.5270	
PIRATA-FR33	st052c01	B	2023-03-30T13:37:23z	  -9.841	 +0.008		  40.0	 5				 0.02	  0.003	-0.019	  0.03	 1.04	0.0236	0.0296	0.0153	0.0206	0.0120			0.0069	0.0909	0.0045	0.0175	0.0017	0.0016	0.1174		0.0170	0.0189	0.0359	0.0321			0.1447	0.2052	0.3499	0.0043		27.0090				
PIRATA-FR33	st052c01	B	2023-03-30T13:37:23z	  -9.841	 +0.008		  60.0	 4				 0.02	  0.005	-0.016	  0.14	 1.70	0.0483	0.0156	0.0135	0.0404	0.0153	0.0035	0.0024	0.0046	0.1514		0.0118	0.0018		0.0995		0.0504	0.0787	0.1292	0.0464			0.1972	0.2663	0.4635	0.0061		23.5540				
PIRATA-FR33	st052c01	B	2023-03-30T13:37:23z	  -9.841	 +0.008		 102.0	 3	35.8355	3.553	154.67	 0.25	 11.680	11.431	  0.83	 4.47	0.0429	0.0278	0.0044	0.0639	0.0125	0.0036	0.0043	0.0023	0.0632		0.0051	0.0027		0.0175		0.0866	0.0282	0.1148	0.0244			0.0611	0.1580	0.2191	0.0075		17.1420	7.8230	25.0000	2356.1230	
PIRATA-FR33	st052c01	B	2023-03-30T13:37:23z	  -9.841	 +0.008		 199.0	 2	35.5575	3.294	143.35	 0.04	 15.647	15.610	  1.07	 5.95																											15.1030				
PIRATA-FR33	st052c01	B	2023-03-30T13:37:23z	  -9.841	 +0.008		 200.0	 1	35.5574	3.297	143.47	 0.03	 15.663	15.630	  1.09	 5.97																											15.1000	7.7610	25.0000	2330.6830	
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		   2.0	22																																			29.6780				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		   3.0	21																																			29.6650				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		   3.0	20	34.7660	4.445	194.27	 0.03	  0.024	-0.006	  0.01	 0.89	0.0096	0.0064	0.0037	0.0079	0.0092			0.0038	0.0269	0.0074	0.0079			0.1183		0.0069	0.0093	0.0162	0.0149			0.0486	0.0653	0.1139			29.6700	8.0930	25.0000	2281.7700	
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  20.0	19	36.0112	4.562	199.12	 0.03	  0.043	0.011	  0.01	 1.02	0.0072	0.0099	0.0078	0.0060	0.0059			0.0024	0.0292		0.0075			0.1289		0.0052	0.0047	0.0099	0.0167			0.0682	0.0764	0.1446	0.0052		28.3450	8.0470	25.0000	2357.3060	
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  40.0	18																																			27.1950				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  41.0	17																																			27.1870				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  40.0	16	36.2570	4.626	201.83	 0.03	  0.071	0.046	  0.01	 1.67	0.0219	0.0265	0.0124	0.0201	0.0108			0.0048	0.0853	0.0062	0.0117	0.0020		0.1337		0.0136	0.0166	0.0301	0.0321			0.1392	0.1816	0.3207	0.0038		27.1880	8.0420	25.0000	2373.8710	
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  50.0	15																																			26.4220				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  60.0	14																																			23.7260				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  69.0	13																																			22.8820				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  69.0	12																																			22.9090				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  70.0	11	36.4520	4.222	183.98	 0.12	  0.539	0.418	  0.19	 2.02	0.1386	0.1225	0.0184	0.1845	0.0379	0.0162	0.0083	0.0080	0.2946		0.0210	0.0117	0.1208	0.0061		0.1276	0.1838	0.3114	0.0750			0.2663	0.6347	0.9011	0.0191		22.9060	7.9670	25.0000	2389.5810	
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  80.0	10	36.3025	3.829	166.78	 0.41	  5.972	5.559	  0.46	 2.78	0.0850	0.0625	0.0098	0.1081	0.0261	0.0102	0.0107	0.0040	0.1436		0.0125	0.0115		0.0376		0.1015	0.0996	0.2012	0.0397			0.1086	0.3897	0.4982	0.0076		20.9790				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  81.0	 9																																			20.9370				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		  90.0	 8																																			18.9150				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		 103.0	 7																																			16.4450				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		 103.0	 6	35.7679	3.572	155.51	 0.20	 12.125	11.926	  0.85	 4.69	0.0360	0.0230	0.0035	0.0564	0.0101	0.0028	0.0036	0.0016	0.0495	0.0019	0.0042	0.0007		0.0159		0.0834	0.0280	0.1114	0.0237			0.0612	0.1272	0.1884	0.0039		16.5150	7.8110	25.0000	2351.5130	
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		 151.0	 5																																			15.2920				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		 202.0	 4																																			14.5280				
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		 326.0	 3	34.9526	1.783	 77.59	 0.04	 31.618	31.583	  1.97	14.08																											10.1710	7.5310	25.0000	2300.4190	
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		 807.0	 2	34.5150	3.292	143.14	 0.03	 34.851	34.822	  2.37	29.56																											5.1430	7.5500	25.0000	2300.3850	
PIRATA-FR33	st053c01	B	2023-03-30T16:37:15z	  -9.843	 +0.004		1966.0	 1	34.9636	5.649	245.64	 0.03	 20.289	20.257	  1.34	21.62																											3.5550	7.7310	25.0000	2305.8920	
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	17																																			4.6170				
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	16																																			4.6170				
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	15	34.6499	3.590	156.11	 0.01	 33.257	33.242	  2.17	30.13																											4.6170	7.5770	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	14	34.6491	3.598	156.45	 0.01	 33.249	33.239	  2.18	30.15																											4.6170	7.5770	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	13	34.6479	3.590	156.07	 0.01	 33.354	33.341	  2.19	30.12																											4.6170	7.5730	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	12	34.6485	3.596	156.33	 0.01	 33.264	33.255	  2.19	30.14																											4.6170	7.5720	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	11	34.6486	3.592	156.16	 0.01	 33.314	33.303	  2.19	30.09																											4.6170	7.5760	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	10	34.6487	3.584	155.81	 0.01	 33.457	33.443	  2.18	30.09																											4.6170		25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	 9	34.6483	3.578	155.58	 0.01	 33.301	33.295	  2.20	30.07																											4.6170	7.5760	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	 8	34.6486	3.582	155.74	 0.01	 33.318	33.308	  2.19	30.38																											4.6170	7.5750	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	 7	34.6498	3.584	155.82	 0.02	 33.176	33.157	  2.19	30.14																											4.6170	7.5760	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	 6	34.6433	3.583	155.76	 0.01	 33.228	33.221	  2.19	30.09																											4.6170	7.5760	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	 5	34.6483	3.586	155.91	 0.01	 33.314	33.303	  2.19	30.16																											4.6170	7.5780	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	 4	34.6483	3.590	156.07	 0.01	 33.342	33.327	  2.20	30.27																											4.6170	7.5740	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	 3	34.6495			 0.01	 33.322	33.307	  2.19	30.15																											4.6170	7.5730	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 995.0	 2	34.6497	3.587	155.95	 0.01	 33.264	33.253	  2.18	30.08																											4.6170	7.5760	25.0000		
PIRATA-FR33	st054c01	B	2023-04-01T14:48:22z	 -16.189	 -0.002		 996.0	 1	34.6489	3.591	156.12	 0.01	 33.061	33.049	  2.14	30.04																											4.6170	7.5760	25.0000		
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		   3.0	18				 0.01	  0.005	-0.010	  0.03	 0.90	0.0053	0.0043	0.0039	0.0050	0.0075			0.0034	0.0147		0.0097		0.0057	0.0956					0.0125			0.0488	0.0604	0.1092	0.0019		29.5210				
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		   3.0	17	35.6908	4.472	195.34	 0.01	  0.018	0.004	  0.01	 0.92																											29.5230	8.0670	25.0000	2350.1770	
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		  19.0	16	36.0277	4.651	203.03	 0.00	  0.011	0.009	  0.01	 0.84	0.0078	0.0070	0.0086	0.0051	0.0065			0.0037	0.0274		0.0160		0.0031	0.1116		0.0069	0.0116	0.0185		0.0254		0.0575	0.1368	0.1943	0.0019		28.5110	8.0590	25.0000		
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		  39.0	15	36.3038	4.610	201.12	 0.00	  0.017	0.014	  0.02	 0.81	0.0120	0.0166	0.0111	0.0102	0.0077			0.0026	0.0442		0.0114	0.0029	0.0010	0.0883		0.0064	0.0136	0.0200	0.0162			0.0646	0.1212	0.1857	0.0031		27.5250	8.0500	25.0000	2380.1590	
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		  60.0	14	36.5734	4.579	199.70	 0.00	  0.043	0.040	  0.05	 0.98	0.0202	0.0223	0.0084	0.0162	0.0071			0.0026	0.0664	0.0028	0.0079	0.0024		0.0926		0.0148	0.0207	0.0355	0.0239			0.1024	0.1514	0.2537	0.0048		26.6080	8.0340	25.0000		
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		  80.0	13	36.2429	4.067	177.12	 0.18	  5.784	5.603	  0.44	 2.57	0.0702	0.0677	0.0080	0.0875	0.0214	0.0160	0.0150	0.0063	0.1241	0.0030	0.0102	0.0146		0.0794		0.1577	0.0068	0.1645	0.0708			0.2039	0.4512	0.6551	0.0075		20.5070	7.9160	25.0000		
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		 100.0	12	35.7779	3.728	162.29	 0.10	 11.588	11.485	  0.79	 4.20	0.0381	0.0266	0.0025	0.0564	0.0124	0.0029	0.0034	0.0021	0.0546		0.0044	0.0029		0.0202		0.0985	0.0265	0.1250	0.0280			0.0748	0.1456	0.2203	0.0041		16.5810				
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		 100.0	11	35.7717	3.729	162.32	 0.10	 11.746	11.645	  0.81	 4.25																											16.5670	7.8180	25.0000	2355.1640	
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		 151.0	10	35.4882	3.410	148.40	 0.01	 16.093	16.082	  1.06	 5.92																											14.5980	7.7590	25.0000		
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		 299.0	 9	34.9896	2.131	 92.70	 0.00	 29.612	29.610	  1.81	12.46																											10.5380	7.5640	25.0000	2317.2120	
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		 545.0	 8	34.5453	3.192	138.85	 0.00	 33.955	33.952	  2.18	23.09																											6.2170	7.5520	25.0000	2293.8580	
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		 744.0	 7	34.5194	3.248	141.24	 0.01	 35.062	35.057	  2.29	27.50																											5.3890	7.5430	25.0000	2296.1500	
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		 992.0	 6	34.6365	3.600	156.51	 0.01	 33.372	33.365	  2.18	30.21																											4.6090	7.5690	25.0000		
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		1586.0	 5	34.9716	5.359	232.94	 0.01	 21.310	21.299	  1.37	17.72																											4.1910	7.7130	25.0000	2298.0850	
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		1984.0	 4	34.9639	5.691	247.36	 0.01	 20.174	20.166	  1.30	20.48																											3.5720	7.7230	25.0000		
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		2962.0	 3	34.9120	5.652	245.64	 0.01	 21.879	21.870	  1.44	37.29																											2.6610	7.7190	25.0000	2296.5690	
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		3925.0	 2				 0.01	 22.317	22.310	  1.47	43.80																											2.3910				
PIRATA-FR33	st055c01	B	2023-04-03T12:11:35z	 -22.998	 +0.007		3926.0	 1	34.8890	5.650	245.53	 0.01	 22.355	22.347	  1.44	43.76																											2.3910	7.7180	25.0000	2310.7980	
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		   3.0	22																																			29.5140				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		   3.0	21																																			29.5360				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		   3.0	20	35.4446	4.456	194.63	 0.01	  0.030	0.020	  0.02	 0.93																											29.5520				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		  19.0	19																																			28.6460				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		  19.0	18	36.0258	4.649	202.91	 0.01	  0.030	0.024	  0.00	 0.94																											28.6380				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		  40.0	17																																			27.4750				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		  40.0	16	36.2945	4.611	201.17	 0.01	  0.027	0.018	  0.01	 0.98																											27.4820				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		  60.0	15																																			25.2340				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		  60.0	14	36.6586			 0.01	  0.009	-0.004	  0.07	 1.13																											25.0960				
PIRATA-FR33	st056c01	B	2023-04-03T18:55:29z	 -22.984	 +0.005		  70.0	13		4.526	197.55																																22.4330				
